,Unnamed: 0,Unnamed: 0.1,shoptitle,prices,areaa,links,front,street_width,age
82,82,82,محل للإيجار في طريق الأمير تركي بن عبدالعزيز الأول ، حي حطين ، الرياض ، الرياض,"468,000 ريال",180 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-حطين/طريق-الأمير-تركي-بن-عبدالعزيز-الأول-حي-حطين-الرياض-الرياض-3478692,جنوب غربي,60 م,جديد
83,83,83,محل للإيجار في حي الملك فهد ، الرياض ، الرياض,"120,000 ريال",150 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملك-فهد/حي-الملك-فهد-الرياض-الرياض-3640712,شمال,36 م, 21 سنة
84,84,84,محل للإيجار في شارع جبل الترك ، حي العارض ، الرياض ، الرياض,"135,000 ريال",150 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/شارع-جبل-الترك-حي-العارض-الرياض-الرياض-3613969,جنوب,60 م,جديد
85,85,85,محل للإيجار في طريق الملك عبدالعزيز الفرعي ، حي المروج ، الرياض ، الرياض,"108,000 ريال",150 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المروج/طريق-الملك-عبدالعزيز-الفرعي-حي-المروج-الرياض-الرياض-3592384,شرق,80 م, 10 سنة
86,86,86,محل للإيجار في شارع موسى بن نصير ، حي العليا ، الرياض ، الرياض,"201,400 ريال",212 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/شارع-موسى-بن-نصير-حي-العليا-الرياض-الرياض-3626688,شمال,41 م, 35 سنة
87,87,87,محل للإيجار في حي ، طريق البحر الأحمر ، حي النفل ، الرياض ، الرياض,"35,000 ريال",24 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النفل/حي-طريق-البحر-الأحمر-حي-النفل-الرياض-الرياض-3211973,شمال,30 م, 10 سنة
88,88,88,محل للإيجار في حي ، شارع أحمد بن سعيد بن الهندي ، حي العارض ، الرياض ، الرياض,"20,000 ريال",40 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-شارع-أحمد-بن-سعيد-بن-الهندي-حي-العارض-الرياض-الرياض-3618732,شمال,35 م,جديد
89,89,89,محل للإيجار في طريق الملك عبدالعزيز ، حي العارض ، الرياض ، الرياض,"135,000 ريال",225 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/طريق-الملك-عبدالعزيز-حي-العارض-الرياض-الرياض-3596123,جنوب,60 م,جديد
90,90,90,محل للإيجار في طريق الأمير محمد بن عبدالعزيز ، حي العليا ، الرياض ، الرياض,"400,000 ريال",700 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/طريق-الأمير-محمد-بن-عبدالعزيز-حي-العليا-الرياض-الرياض-3718791,جنوب,40 م, 10 سنة
91,91,91,محل للإيجار في طريق ابي بكر الصديق ، حي العارض ، الرياض ، الرياض,"95,000 ريال",95 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/طريق-ابي-بكر-الصديق-حي-العارض-الرياض-الرياض-3668074,شرق,60 م, 5 سنة
92,92,92,محل للإيجار في شارع الدهناء ، حي الملقا ، الرياض ، الرياض,"40,000 ريال",48 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملقا/شارع-الدهناء-حي-الملقا-الرياض-الرياض-3756504,شمال,,
93,93,93,محل للإيجار في حي العارض ، الرياض ، الرياض,"20,000 ريال",40 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-العارض-الرياض-الرياض-2644083,شمال,30 م,جديد
94,94,94,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"496,860 ريال",507 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3680188,جنوب,26 م,جديد
95,95,95,محل للإيجار في الرياض ، حي المرسلات ، الرياض,"50,000 ريال",75 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المرسلات/الرياض-حي-المرسلات-الرياض-3597886,شرق,60 م, 20 سنة
96,96,96,محل للإيجار في طريق العروبة ، حي السليمانية ، الرياض ، الرياض,"180,000 ريال",176 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-السليمانية/طريق-العروبة-حي-السليمانية-الرياض-الرياض-3705374,شمال,60 م, 8 سنة
97,97,97,محل للإيجار في حي الملك فهد ، الرياض ، الرياض,"29,000 ريال",45 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملك-فهد/حي-الملك-فهد-الرياض-الرياض-3652292,غرب,,
98,98,98,محل للإيجار في طريق أنس ابن مالك ، حي النرجس ، الرياض ، الرياض,"45,000 ريال",51 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/طريق-أنس-ابن-مالك-حي-النرجس-الرياض-الرياض-3562416,جنوب,60 م, 5 سنة
99,99,99,محل للإيجار في حي ، شارع ثعلبه بن سعد الخزرجي ، حي العارض ، الرياض ، الرياض,"58,000 ريال",74 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-شارع-ثعلبه-بن-سعد-الخزرجي-حي-العارض-الرياض-الرياض-3571105,شمال,30 م,جديد
100,100,100,محل للإيجار في طريق ابي بكر الصديق ، حي النرجس ، الرياض ، الرياض,"80,000 ريال",150 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/طريق-ابي-بكر-الصديق-حي-النرجس-الرياض-الرياض-3520736,غرب,60 م,جديد
101,101,101,محل للإيجار في حي السليمانية ، الرياض ، الرياض,"63,000 ريال",42 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-السليمانية/حي-السليمانية-الرياض-الرياض-3612691,جنوب,30 م, 20 سنة
102,102,102,محل للإيجار في شارع طارق بن شهاب ، حي العارض ، الرياض ، الرياض,"17,000 ريال",48 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/شارع-طارق-بن-شهاب-حي-العارض-الرياض-الرياض-3565565,شمال,30 م, 3 سنة
103,103,103,محل للإيجار في حي ، طريق الملك عبدالعزيز ، حي صلاح الدين ، الرياض ، الرياض,"200,000 ريال",300 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-صلاح-الدين/حي-طريق-الملك-عبدالعزيز-حي-صلاح-الدين-الرياض-الرياض-3757637,غرب,60 م, 15 سنة
104,104,104,محل للإيجار في حي ، شارع ريحانه بنت زيد ، حي العارض ، الرياض ، الرياض,"120,000 ريال",251 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-شارع-ريحانه-بنت-زيد-حي-العارض-الرياض-الرياض-3646266,شمال,80 م, 5 سنة
105,105,105,محل للإيجار في حي الربيع ، الرياض ، الرياض,"500,000 ريال",500 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الربيع/حي-الربيع-الرياض-الرياض-3208509,شرق,60 م, 4 سنة
106,106,106,محل للإيجار في طريق الملك فهد الفرعي ، حي العقيق ، الرياض ، الرياض,"100,000 ريال",50 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العقيق/طريق-الملك-فهد-الفرعي-حي-العقيق-الرياض-الرياض-3714702,شرق,80 م, 15 سنة
107,107,107,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"201,600 ريال",168 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3710896,جنوب,60 م, 5 سنة
108,108,108,محل للإيجار في الرياض ، حي العارض ، الرياض,"4,072,500 ريال",1629 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/الرياض-حي-العارض-الرياض-3562620,شمال,60 م,جديد
109,109,109,محل للإيجار في حي ، طريق ابي بكر الصديق ، حي العارض ، الرياض ، الرياض,"802,200 ريال",1337 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-طريق-ابي-بكر-الصديق-حي-العارض-الرياض-الرياض-3644622,شرق,,
110,110,110,محل للإيجار في شارع التحلية ، حي العقيق ، الرياض ، الرياض,"40,000 ريال",56 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العقيق/شارع-التحلية-حي-العقيق-الرياض-الرياض-3529537,شمال,30 م, 8 سنة
111,111,111,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"124,000 ريال",130 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/حي-الياسمين-الرياض-الرياض-3356530,شرق,,
112,112,112,محل للإيجار في الطريق الدائري الشمالي ، حي المصيف ، الرياض ، الرياض,"1,500 ريال",6000 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/الطريق-الدائري-الشمالي-حي-المصيف-الرياض-الرياض-3424005,3 شوارع,,
113,113,113,محل للإيجار في طريق الملك عبدالعزيز ، حي الغدير ، الرياض ، الرياض,"350,400 ريال",292 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الغدير/طريق-الملك-عبدالعزيز-حي-الغدير-الرياض-الرياض-3562657,شمال,,
114,114,114,محل للإيجار في حي ، شارع محمد بن عبدالعزيز العجاجي ، حي القيروان ، الرياض ، الرياض,"60,000 ريال",80 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-القيروان/حي-شارع-محمد-بن-عبدالعزيز-العجاجي-حي-القيروان-الرياض-الرياض-3441860,شمال,35 م,جديد
115,115,115,محل للإيجار في طريق الأمير محمد بن عبدالعزيز ، حي العليا ، الرياض ، الرياض,"680,400 ريال",252 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/طريق-الأمير-محمد-بن-عبدالعزيز-حي-العليا-الرياض-الرياض-3462868,شمال,,
116,116,116,محل للإيجار في حي ، شارع عبدالله بن العاص ، حي العارض ، الرياض ، الرياض,"25,000 ريال",200 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-شارع-عبدالله-بن-العاص-حي-العارض-الرياض-الرياض-3354797,شمال,36 م,جديد
117,117,117,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"100,000 ريال",140 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3299364,جنوب,60 م, 8 سنة
118,118,118,محل للإيجار في طريق الملك عبدالعزيز ، حي الغدير ، الرياض ، الرياض,"543,000 ريال",362 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الغدير/طريق-الملك-عبدالعزيز-حي-الغدير-الرياض-الرياض-3559386,شرق,60 م, 8 سنة
119,119,119,محل للإيجار في شارع الامير سعود بن محمدبن مقرن ، حي الفلاح ، الرياض ، الرياض,"25,000 ريال",28 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الفلاح/شارع-الامير-سعود-بن-محمدبن-مقرن-حي-الفلاح-الرياض-الرياض-3355243,شمال,20 م, 10 سنة
120,120,120,محل للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,"250,000 ريال",405 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/طريق-عثمان-بن-عفان-حي-النرجس-الرياض-الرياض-3704301,غرب,60 م, 3 سنة
121,121,121,محل للإيجار في طريق الملك عبدالله ، حي المحمدية ، الرياض ، الرياض,"136,500 ريال",200 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المحمدية/طريق-الملك-عبدالله-حي-المحمدية-الرياض-الرياض-3564893,جنوب,,
122,122,122,محل للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,"55,000 ريال",54 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/طريق-عثمان-بن-عفان-حي-النرجس-الرياض-الرياض-3609179,غرب,80 م, 7 سنة
123,123,123,محل للإيجار في طريق الملك عبدالله الفرعي ، حي المغرزات ، الرياض ، الرياض,"160,216 ريال",130 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المغرزات/طريق-الملك-عبدالله-الفرعي-حي-المغرزات-الرياض-الرياض-3653545,جنوب,100 م, 5 سنة
124,124,124,محل للإيجار في طريق الملك عبدالعزيز ، حي الربيع ، الرياض ، الرياض,"254,400 ريال",212 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الربيع/طريق-الملك-عبدالعزيز-حي-الربيع-الرياض-الرياض-3212997,غرب,60 م, 9 سنة
125,125,125,محل للإيجار في شارع العليا ، حي العليا ، الرياض ، الرياض,"1,800,000 ريال",1650 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/شارع-العليا-حي-العليا-الرياض-الرياض-3412409,غرب,20 م, 10 سنة
126,126,126,محل للإيجار في طريق الأمير سلطان بن عبدالعزيز ، حي العليا ، الرياض ، الرياض,"27,000 ريال",19 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/طريق-الأمير-سلطان-بن-عبدالعزيز-حي-العليا-الرياض-الرياض-3581376,جنوب,7 م, 14 سنة
127,127,127,محل للإيجار في حي النرجس ، الرياض ، الرياض,"84,000 ريال",98 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/حي-النرجس-الرياض-الرياض-3663116,غرب,61 م,جديد
128,128,128,محل للإيجار في طريق عثمان بن عفان ، حي النرجس ، الرياض ، الرياض,"600,000 ريال",761 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/طريق-عثمان-بن-عفان-حي-النرجس-الرياض-الرياض-3650670,غرب,60 م,جديد
129,129,129,محل للإيجار في شارع ابن سينا ، حي المصيف ، الرياض ، الرياض,"25,000 ريال",16 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/شارع-ابن-سينا-حي-المصيف-الرياض-الرياض-3567424,جنوب,,
130,130,130,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"80,000 ريال",68 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3583082,جنوب,35 م, 3 سنة
131,131,131,محل للإيجار في شارع الأمير سلطان بن سلمان بن عبدالعزيز ، حي الورود ، الرياض ، الرياض,"100,000 ريال",138 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الورود/شارع-الأمير-سلطان-بن-سلمان-بن-عبدالعزيز-حي-الورود-الرياض-الرياض-3747018,جنوب,36 م, 11 سنة
132,132,132,محل للإيجار في طريق الأمير نايف بن عبدالعزيز ، حي الملك فهد ، الرياض ، الرياض,"150,000 ريال",160 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملك-فهد/طريق-الأمير-نايف-بن-عبدالعزيز-حي-الملك-فهد-الرياض-الرياض-3596335,شمال,,
133,133,133,محل للإيجار في العيينة ، الدرعية,"16,000 ريال",40 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-القيروان/العيينة-الدرعية-3320752,شمال,30 م,جديد
134,134,134,محل للإيجار في طريق الأمير نايف بن عبدالعزيز ، حي الملك فهد ، الرياض ، الرياض,"30,000 ريال",38 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملك-فهد/طريق-الأمير-نايف-بن-عبدالعزيز-حي-الملك-فهد-الرياض-الرياض-3596203,شمال,,
135,135,135,محل للإيجار في شارع ابي بكر الصديق ، حي الواحة ، الرياض ، الرياض,"180,000 ريال",200 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الواحة/شارع-ابي-بكر-الصديق-حي-الواحة-الرياض-الرياض-3767929,جنوب غربي,60 م, 12 سنة
136,136,136,محل للإيجار في شارع زياد بن صبيح ، حي النرجس ، الرياض ، الرياض,"100,000 ريال",240 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/شارع-زياد-بن-صبيح-حي-النرجس-الرياض-الرياض-3537219,شمال شرقي,30 م,جديد
137,137,137,محل للإيجار في شارع زهير بن ابي سلمى ، حي المصيف ، الرياض ، الرياض,"12,000 ريال",30 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/شارع-زهير-بن-ابي-سلمى-حي-المصيف-الرياض-الرياض-3703286,شرق,,
138,138,138,محل للإيجار في شارع الحسين بن علي ، حي المصيف ، الرياض ، الرياض,"120,000 ريال",70 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/شارع-الحسين-بن-علي-حي-المصيف-الرياض-الرياض-3596679,شمال,,
139,139,139,محل للإيجار في طريق الأمير فيصل بن بندر بن عبدالعزيز ، حي النرجس ، الرياض ، الرياض,"120,000 ريال",175 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/طريق-الأمير-فيصل-بن-بندر-بن-عبدالعزيز-حي-النرجس-الرياض-الرياض-3537079,3 شوارع,,
140,140,140,محل للإيجار في طريق الملك عبدالعزيز ، حي المصيف ، الرياض ، الرياض,"75,000 ريال",80 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/طريق-الملك-عبدالعزيز-حي-المصيف-الرياض-الرياض-3756159,غرب,,
141,141,141,محل للإيجار في شارع الحسين بن علي ، حي المصيف ، الرياض ، الرياض,"120,000 ريال",70 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/شارع-الحسين-بن-علي-حي-المصيف-الرياض-الرياض-3596679,شمال,,
142,142,142,محل للإيجار في شارع الأمير سلطان بن سلمان بن عبدالعزيز ، حي الورود ، الرياض ، الرياض,"100,000 ريال",138 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الورود/شارع-الأمير-سلطان-بن-سلمان-بن-عبدالعزيز-حي-الورود-الرياض-الرياض-3747018,جنوب,36 م, 11 سنة
143,143,143,محل للإيجار في شارع زياد بن صبيح ، حي النرجس ، الرياض ، الرياض,"100,000 ريال",240 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/شارع-زياد-بن-صبيح-حي-النرجس-الرياض-الرياض-3537219,شمال شرقي,30 م,جديد
144,144,144,محل للإيجار في طريق الأمير فيصل بن بندر بن عبدالعزيز ، حي النرجس ، الرياض ، الرياض,"120,000 ريال",175 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-النرجس/طريق-الأمير-فيصل-بن-بندر-بن-عبدالعزيز-حي-النرجس-الرياض-الرياض-3537079,3 شوارع,,
145,145,145,محل للإيجار في طريق الأمير نايف بن عبدالعزيز ، حي الملك فهد ، الرياض ، الرياض,"30,000 ريال",38 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الملك-فهد/طريق-الأمير-نايف-بن-عبدالعزيز-حي-الملك-فهد-الرياض-الرياض-3596203,شمال,,
146,146,146,محل للإيجار في شارع ابي بكر الرازي ، حي السليمانية ، الرياض,"60,000 ريال",50 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-السليمانية/شارع-ابي-بكر-الرازي-حي-السليمانية-الرياض-1797055,غرب,30 م, 5 سنة
147,147,147,محل للإيجار في حي ، طريق عثمان بن عفان ، حي المغرزات ، الرياض ، الرياض,"45,000 ريال",36 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المغرزات/حي-طريق-عثمان-بن-عفان-حي-المغرزات-الرياض-الرياض-3302370,غرب,80 م, 18 سنة
148,148,148,محل للإيجار في شارع كعب بن مالك ، حي العليا ، الرياض ، الرياض,"100,000 ريال",250 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/شارع-كعب-بن-مالك-حي-العليا-الرياض-الرياض-3562309,جنوب غربي,20 م,جديد
149,149,149,محل للإيجار في شارع سيف الدين ، حي القيروان ، الرياض ، الرياض,"130,000 ريال",120 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-القيروان/شارع-سيف-الدين-حي-القيروان-الرياض-الرياض-3678283,جنوب,60 م,جديد
150,150,150,محل للإيجار في شارع التخصصي ، حي الرحمانية ، الرياض ، الرياض,"796,000 ريال",606 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الرحمانية/شارع-التخصصي-حي-الرحمانية-الرياض-الرياض-3745752,شرق,60 م, 25 سنة
151,151,151,محل للإيجار في شارع الأمير سلطان بن سلمان بن عبدالعزيز ، حي الورود ، الرياض ، الرياض,"250,000 ريال",250 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الورود/شارع-الأمير-سلطان-بن-سلمان-بن-عبدالعزيز-حي-الورود-الرياض-الرياض-3665800,شمال غربي,,
152,152,152,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"1,327,381 ريال",678 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3426893,غرب,60 م, 2 سنة
153,153,153,محل للإيجار في شارع الامير مشهور بن عبدالعزيز ، حي المرسلات ، الرياض ، الرياض,"25,000 ريال",30 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المرسلات/شارع-الامير-مشهور-بن-عبدالعزيز-حي-المرسلات-الرياض-الرياض-3555474,جنوب,,
154,154,154,محل للإيجار في حي المحمدية ، الرياض ، الرياض,"140,000 ريال",100 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المحمدية/حي-المحمدية-الرياض-الرياض-3535182,غرب,60 م, 10 سنة
155,155,155,محل للإيجار في حي ، طريق الملك عبدالعزيز ، حي العارض ، الرياض ، الرياض,"22,000 ريال",50 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العارض/حي-طريق-الملك-عبدالعزيز-حي-العارض-الرياض-الرياض-3714665,شمال,,
156,156,156,محل للإيجار في طريق الملك عبدالعزيز ، حي المصيف ، الرياض ، الرياض,"40,000 ريال",29 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المصيف/طريق-الملك-عبدالعزيز-حي-المصيف-الرياض-الرياض-3666084,غرب,60 م, 7 سنة
157,157,157,محل للإيجار في حي الياسمين ، الرياض ، الرياض,"350,000 ريال",435 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الياسمين/حي-الياسمين-الرياض-الرياض-3141807,غرب,40 م,جديد
158,158,158,محل للإيجار في شارع ابحر ، حي المعذر الشمالي ، الرياض ، الرياض,"80,000 ريال",103 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-المعذر-الشمالي/شارع-ابحر-حي-المعذر-الشمالي-الرياض-الرياض-3738163,شمال,40 م, 18 سنة
159,159,159,محل للإيجار في الرياض ، حي العليا ، الرياض,"120,000 ريال",150 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-العليا/الرياض-حي-العليا-الرياض-3504490,جنوب غربي,40 م, 10 سنة
160,160,160,محل للإيجار في حي الفلاح ، الرياض ، الرياض,"35,000 ريال",30 م²,/محلات-للإيجار/الرياض/شمال-الرياض/حي-الفلاح/حي-الفلاح-الرياض-الرياض-3451991,شمال,30 م, 8 سنة
